,id,text,intent,label
80,883,"l-am cumparat de o luna si jumatate si pana acum s-a comportat ireprosabil, dpdv e un produs bun.",positive,1
81,840,"vechiul cablu era din plastic si se rupea la capat, cu asta nu voi mai avea probleme",positive,1
82,4758,"la doar 2 zile de la primire nu se mai incarca, asa ca avem de umblat, cozi la service etc. copilul extrem de dezamagit ca nu s-a putut bucura de cadou nici macar 3 zile!",negative,0
83,9312,jalnice pacat ca cei de la emag lasa produse de priasta calitate sa se vanda pe pagina lor,negative,0
84,9488,nu functioneaza optiunea de a apela nr. tel setat in memorie! deci copilul meu daca ar folosi nu ar fi in siguranta! nu recomand!!!!,negative,0
85,7026,"excelenta la toate capitolele, mica si puternica.  se conecteaza foarte repede atat cu telefonul cat si cu laptopul, se aude super bine (testata in casa cat si afara).  ca si handsfree este ok (de la cca 50 cm m-am auzit foarte bine).  o surpriza excelenta, deci: ''jbl is the best''.",positive,1
86,888,se aude foarte bine depinde de versiunea de bluetooth de pe care se face conexiunea cu boxa.. daca este o versiune mai veche se aude mai incet... in concluzie este un produs care nu trebuie sa lipseasca de la petreceri... in natura... se aude excelent... merita cumparata,positive,1
87,4151,"imi este foarte util. pot sa-mi incarc tableta de trei ori cu o incarcare a acumulatorului. intr-adevar, este destul de mare pentru a-l tine in buzunar, dar eu am o genata pentru tableta unde incape confortabil atat el, cat si cablul usb, deci nu consider acest lucru un dezavantaj. pretul este destul de bun pentru capacitatea lui.",positive,1
88,8872,este misto! la banii astia':),positive,1
89,1996,"am fost foarte entuziasmata de acest acumulator, citind review-urile pozitive, insa m-a dezamagit total! a venit incarcat 75% si am reusit sa incarc un iphone 5s o singura data. nu recomand.",negative,0
90,3877,foarte bun,positive,1
91,9348,"n-am apucat inca s-o folosesc, dar am folosit-o pe sora mai mica de 10 000 miliamperi... pare foarte capabila... cu aia mai mica am incarcat de vreo 2, 3 ori niste telefoane de 1500, 2000 mah, fara s-o golesc...",positive,1
92,2557,la mai putin de o luna o casca se auzea mai incet. dupa 2 luni deja o casca nu mai mergea. cealalta la jumatate.,negative,0
93,2592,ceasul e frumos si atat. sincer im place la nebunie cum arata in comparatie cu altele dar.,negative,0
94,1525,"nu e luata din emag. dar pot spune ca e excelenta, se aude foarte bine si are boss foarte bun tinand cont de marime, cat palma. este rezistenta, se incarca repede, suna foarte tare. autonomie cam mica, poti scoate 7 ore la volum moderat sau 10 la volum mic, suficient de mic. eu o folosesc cu huawei y5 ii, si se aude super. pe hands free, se aude clar. are aspect de boxa de sonorizare miniaturala, i am luat un incarcator de mobil samsung. nu stiu daca scoate chiar 3w, dar 1,5 w tot scoate. si e suficient, face destul tambalau.",positive,1
95,3749,un produs bun!,positive,1
96,10378,"nu recomand sub nici o forma impresie foarte proasta azi ridicata, azi retur",negative,0
97,6505,teapa. nu incarca decat daca vii firul cu mana intr-o parte... slaba calitate,negative,0
98,1288,lanterna scumpa si proasta! am trimis-o inapoi.,negative,0
99,7974,"probabil buna contra zgarieturi, faina la atingere  dar deloc ok daca scapi telefonul    in plus, este scumpa, avand in vedere ca se gasesc si cu 5 ron, de plastic si care rezista la socuri (daca se sparge, te poti taia foarte usor)",negative,0
100,6762,exact ceea ce cautam,positive,1
101,4812,sunet excelent! neasteptat de buna produsul. recomand!,positive,1
102,2055,se crapa marginile din plastic ce sustin tableta in cateva zile! nu recomand,negative,0
103,1093,"de proasta calitate, bateria nu tine aproape deloc. unul dintre cele doua cumparate, la o mica atingere s-a fisurat ecranul. nu recomand!",negative,0
104,10647,bateria tine foarte putin.... ai 3 modele de ceas si alea naspa.... bara de sus nu poti sa o tragi in jos poti doar sa suni si sa faci poze de pe el parerea mea e ca am dat bani pe cv naspa din cauza ca m. am luat dupa celelalte comuri,negative,0
105,7653,am dat o stea doar pentru ca nu este specificata marimea curelei! am comandat 4 bucati si toate sunt mici (marime s),negative,0
106,834,sunt perfecte... livrare rapida.,positive,1
107,10151,"la prima vedere arata si functioneaza f bine, sa vedem in timp... mic, cochet si bine lucrat, chiar ma incanta si cred ca merita banii!  aceeasi problema curierul sau ambalatul: a ajuns lovit, cu cutia zgariata si capacul rupt (era intr-un plic)...",positive,1
108,8484,"este ok, isi face treaba pentru telefonul meu (iphone 6 plus) insa mecanismul de prindere mi-a dat ceva batai de cap. totusi per total este un produs ok",positive,1
109,6381,"un acumulator decent, corect cu finisaje foarte bune, nu ma asteptam sa fie atat de bine finisat. isi face treaba foarte bine. eu il folosesc la alimentarea unor dispozitive mobile de conversie video fara nici o problema. probabil va trebui sa achizitionez inca trei bucati pentru a alimenta toate dispozitivele mele.",positive,1
110,4470,"o jucarie purtata de copii utila parintilor! gps-ul este foarte exact, iar functia de telefon este bine venita. merita incercat",positive,1
111,8336,nu s-a potrivit conectorul.,negative,0
112,9816,"se conecteaza repese se aude foarte clar, se aude destul de tare pt o boxa si cel mai important pentru mine bateria a tinut 12h si probabil mai rezista cateva... 12h fara oprire duce sigur.",positive,1
113,4224,"sonorul la nivelul 1 nu se aude deloc, iar la nivelul 2 se aude foarte tare... doar pe radio.",negative,0
114,10654,"foarte comoda, iar calitatea audio atat pe receptor cat si pe microfon este impecabila",positive,1
115,6478,"slab, se incarca foarte greu",negative,0
116,2425,"din pacate nu pot spune ca sunt multumim. la 300 de lei cred ca sunt optiuni mai bune.  - nu vine cu incarcator, are un cablul mini usb to usb pentru incarcare la laptop, pc etc... pai daca imi iau asa ceva, nu imi mai iau laptopul cu mine, ca vreau sa car mai putin. asa iau laptopul si ascult muzica de pe laptop.  - fara aplicatie dedicata pentru administrare de pe telefon, totul se face manual, folosind butoanele;  - nu se pot redenumi posturile de radio, le detecteaza automat ch01, etc..  asadar, nu recomand. cautati alte optiuni, sigur gasiti la banii astia. eu chiar ma gandesc sa il returnez.  toate bune!",negative,0
117,2375,am cumparat bateria si dupa doua luni de utilizare nu se mai incarca si nu mai tine nici cat cea veche. nu recomand.,negative,0
118,10251,foarte faina. usor de aplicat. recomand,positive,1
119,8907,"am cumparat acest produs pentru vacanta din spania, am pus telefonul la incarcat iar in loc sa il incarce, imi descarca bateria.  nu recomand acest produs.",negative,0
120,10656,"super multumiti de cesulet. nu ma asteptam sa faca tot din descriere. din cate au auzit de la cunoscuti nu toti u fost multumiti.     probabil si brand-ul conteaza. vne in cutie transparenta cu logo wonlex si cu holograma + un cod qr care daca este scanat poti verifica originalitatea    pro: marime, aspect, ecran luminos, difuzor ok, localizare gps +/- 30-40m din cate am obs (depinde totusi de locatie - daca este intr-un spatiu mic dintre blocuri chiar daca este afara eroare creste pana la 70-80m) insa in majoritatea timpului eroarea este neglijabila, raport calitate pret excelent    contra: localizare cand ceasul este in casa sau intr-un spatiu inchis    recomand",positive,1
121,2919,"nu care cumva sa va ganditi, macar, sa luati aceste casti. in momentul in care le-am bagat la incarcat, o casca mi-a ramas agatata in incarcator. dupa ce m-am chinuit o ora sa scot casca, am constatat, cu stupoare, ca nu mergfea cealalta casca. nu stiu de unde le achizitioneaza, dar, va rog, treceti foarte, foarte repede pe langa acest produs. dati bani numai si numai pentru a va enerva intr-un mare fel. mai bine, luati-va o carte. nu va enervati si, macar, ramaneti cu placerea cititului.",negative,0
122,655,cel mai rapid incarcator. merge excelent cu p20 si p20 lite.,positive,1
123,8480,"bun, util. nu mai functioneaza ledul lanterna, fara nici un motiv aparent.",positive,1
124,10158,"este un suport excelent pentru tableta sau ebook-uri de la 7 la 10 inchi fiind reglabil. materiale foarte bune, rezistenta, fac din el un suport solid atat pe parbriz, cat si pe tetiera pentru pasagerii din spate pentru a se uita la un film nemaitinandu-l in maini. pretul rezonabil face din acesta un produs de recomandat!",positive,1
125,10385,"mi-a incarcat galaxy s5 doar de 2 ori si asta de pe la 20-30%.... si a incarcat si foarte greu (in jur de 4 ore per incarcare de la 20-30%). imi facusem sperante mari citind reviewurile de aici insa sincer sunt dezamagita.... nu am observat acei 10. 000 mah si nici ca viteza nu pot sa zic ca m-a dat pe spate. imi pun intrebari daca ce am primit eu o avea vre-un defect pe undeva... daca persista descarcarile asa rapide probabil am sa il duc in service, daca vroiam 2 incarcari si alea asa greoaie imi luam unul mult mai mic mai usor si mai ieftin, nu de 10. 000. in opinia mea, cel putin momentan spun ca nu merita achizitionat.",negative,0
126,5369,"se misca ok, bateria e foarte buna tine foarte mult nota 10",positive,1
127,2725,"castile acestea sunt la superlativ, se aud excelent cu absolut orice dispozitiv. le-am conectat inclusiv la un laptop acer. autonomia este undeva la 5 - 6 ore in redare audio. un mare minus este autonomia in apeluri telefonice, aici autonomia nu trece de 2 ore, insa se pot folosi pe rand. autonomia cutiei de incarcare este cam de 4 - 5 cicluri de incarcare de la 0 la 100% a castilor. le recomand cu mare incredere chiar daca pretul este destul de ridicat. auditie placuta:)",positive,1
128,3577,"pana in momentul de fata, nu pot sa ma plang de nimic. e performanta si imi incape in geanta (rima neintentionata). e android, deci se poate customiza in o mie de feluri si pare a fi de viitor din punct de vedere hardware.",positive,1
129,775,nu recomand pentru folosirea cu doua telefoane conectate in acelas timp,negative,0
130,7122,"acord aceasta nota pentru anunt emag a acestei oferte de intr-adevar 36 ron plus transport nici 60 ron, castile se comporta binisor pentru pret si e normal cand esti intr-o convorbire telefonica sa poti auzi deci in concluzie nimic rau in a purta convorbire cu o casca si. muzica e relativ buna asemenea precizez pret calitate buna daca nu va place cumparati air pods sau gear pods samsung........ ce ma nemultumit ca la pretu asta nu ma astept la miracole dar ce ma nemultumit e ca in anunt scrie casti + cadou joc de societate jenga care nu mia venit nici in ziua de azi de o saptamana si nici nu mia fost livrat cu castile. inteleg ca e naspa sa piarda 86 ron pe casti de nici 40 ron..... totusi daca pui asa anunt modifical si sterge bonus joc societate jenga, eu imi doresc lamurire din partea emag sau cine e responsabil.",negative,0
131,4487,"boxa aceasta nu isi merita bani deoarece nu are bass mai deloc, volumul e mult mai slab decat asi fi crezut, iar bateria nu tine decat vreo 3-4 ore. la descrierea produsului scria:""putere:2×10w"" minciuna, ""autonomie 20 de ore "" cea mai mare minciuna. si dupa ce ca te mint despre boxa ti. o mai da si alta culoare",negative,0
132,5704,"am achizitionat acest ceas de la emag la pretul de 900 lei, pot sa spun ca am fost super incantat, ce pot sa spun este ca l-am bagat la incarcat cand a venit si l-am lasat in cutie nefolosit, a 2 zi dimineata ceasul era stins, bateria moarta good job, am plecat spre showroom-ul de la baneasa foarte ok tipi de acolo m-au ajutat l-am dat retur si bineinteles am vrut acelasi model, am luat ceasul am ajuns acasa la 2 zile de folosinta am observat ca in momentul cand intram intr-o aplicatie sau in meniu cand ieseam din aceea aplicatie si ajungea la fateta de ceas, brusc se inchidea ecranul se facea negru, sa nu mai spun de senzor... eu unul o sa il dau retur si o sa imi iau banii inapoi, poate am fost eu ghinionist dar sincer nu vreau sa risc si a 3 oara, sper sa fie util!",negative,0
133,675,"super multumita de bratara... cat timp am avut iphone. am trecut pe android si deja am inceput sa am probleme. aparent nu e compatibila cu multe telefoane android (verifica lista aici inainte de achizitie -> www.fitbit.com/devices# ) am un huawei p20 acum si isi face sync cand si cand. partea buna e ca bratara are memorie sa mentina datele pana la 7 zile. incerc sa fac sync manual zilnic. pentru ce am nevoie de ok, dar pe iphone era mai usor de utilizat: d",positive,1
134,5254,nu ai ce face cu el.,negative,0
135,4347,"dispozitivul m-a dezamagit initial, dar apoi am gasit un mod de convietuire si acum mi-a intrat sub piele.  se fixeaza bine pe bord, chiar daca textura bordului nu e perfect lucioasa. are ventuza cu suctiune + adeziv. de aceea ideal e sa-l montati:  1. dupa ce ati identificat de la inceput locul ideal (sa nu trebuiasca sa-l tot mutati)  2. dupa ce ati curatat locul de prindere cu putin alcool.  daca forma suprafetei de prindere nu este prea curbata, atunci fixarea e solida si stabila in timp. gheara de prindere a telefonului/dispozitivului este foarte puternica, de aceea trebuie sa va faceti reflexul sa introduceti si scoateti dispozitivul fara sa fortati prinderea in ventuza.  pro:   - ventuza destul de puternica prin combinatia de suctiune si adeziv (permite chiar prinderea pe suprafete usor curbate; dar *usor* curbate)  - gheara de prindere a dispozitivului foarte putenica  - multe grade de libertate prin culisarea prinderii si miscari de rotatie  - il testez de cateva luni si si-a pastrat proprietatile (altele se degradau deja intr-o luna-doua)  contra:  - ventuza cu adeziv nu permite prea multe schimbari ale prinderii  - gheara (extrem de) puternica de prindere a dispozitivului necesita atentie la prindere si desprinderea lui pentru a nu forta prinderea in ventuza",positive,1
136,2845,sa stricat dupa 2 zile,negative,0
137,4247,"dupa o doua saptamani in care am incercat sa ma acomodez cu ele am ajuns la urmatoarele concluzii:  - baterie foarte slaba - se termina in mai putin de o zi  - conectivitate bunicica - desi se deconecteaza la o distanta mai mica de 10 m, se conecteaza imediat ce se apropie de telefon  - volum destul de slab  - extrem de incomoda  o s-o returnez.",negative,0
138,4708,"un acumulator foarte tare! imi place cum arata si incarca foarte repede tableta mea. multumesc mult, o sa mai revin cu alte comenzi. nota mea 5 stele!",positive,1
139,6401,"produs ok, cand o pui la mana face un clik si apoi totul e ok, nu se desface cum am mai citit comentarii. acum sper sa fie si fiabil in timp. merge perfect cu iphone 6 plus. incarcarca si transfera date.",positive,1
140,5731,"functioneaza ok, dar recomand alta firma mai cunoscuta daca va permiteti diferenta de pret.",positive,1
