,id,text,intent,label
81,1052,"Zdajšnja senatorka in prva dama Argentine Cristina Fernandez de Kirchner je včeraj zvečer naznanila svojo predsedniško kandidaturo v La Plati, mestu, 50 kilometrov (31 milj) oddaljenem od Buenos Airesa.",politics,2
82,1699,"Regija na severu meji na Sahel, na jugu in zahodu pa na Atlantski ocean.",geography,6
83,290,Islandski urad za meteorologijo v zadnjih 48 urah na območju Hekle prav tako ni zabeležil nobene potresne dejavnosti.,geography,6
84,1567,Dokument je prvič javno prebral John Nixon 8. julija na dvorišču Independence Hall.,politics,2
85,1638,"V vesolju je vse sestavljeno iz snovi. Vsa snov je sestavljena iz majhnih delcev, ki se imenujejo atomi.",science/technology,0
86,590,"Če pa se bo to slučajno zgodilo, se verjetno še dolgo ne bo. Zvezde so tako razpršene, da so od svoje prve ""sosede"" oddaljene trilijone milj.",science/technology,0
87,1610,"Pretok prometa je proučevanje premikanja posameznih voznikov in vozil med dvema točkama in interakcij, ki jih imajo med seboj.",travel,1
88,691,Obisk tega kraja lahko prikladno združite še z vožnjo z ladjico do jezera.,travel,1
89,1120,64-letni voznik tovornjaka se v trku ni poškodoval.,health,4
90,1619,"Pred tisoč leti je mož z imenom Aristarh dejal, da se sončni sistem vrti okoli sonca.",science/technology,0
91,839,"Ker so nekateri pueblosi tako odročni, omembe vrednega nočnega življenja ne boste našli drugje kot v Albuquerqueju ali Santa Feju.",entertainment,5
92,829,"Kontrolna točka za priseljevanje je ponavadi prva postaja pri izkrcanju iz letala, ladje ali drugega vozila.",travel,1
93,1591,"Na vseh področjih znanosti, vključno s psihologijo, so bila uveljavljena Aristotelova stališča.",science/technology,0
94,1821,"Škodljivci lahko pokvarijo živila, povzročijo preobčutljivost ali, v najslabšem primeru, povzročijo alergijske reakcije, oddajajo strup ali prenašajo okužbe.",science/technology,0
95,1271,"Najprej je nastopila na slalomu, kjer si je po prvi vožnji prislužila oznako Ni končala. Na tej tekmi je enak rezultat doseglo 36 od 116 tekmovalcev.",sports,3
96,1355,"Prineslo nam je vlak, avtomobil in številne druge oblike prevoza.",science/technology,0
97,376,Z oddaljevanjem od središča Sonca postaja plin vse redkejši.,science/technology,0
98,1040,Hitrosti standarda 802.11n so občutno večje od hitrosti njegovih predhodnikov z največjo teoretično prepustnostjo 600 Mbit/s.,science/technology,0
99,580,"Ti živčni impulzi se lahko skozi celotno telo pošljejo zelo hitro, kar pomaga telesu, da se obvaruje pred možnimi nevarnostmi.",science/technology,0
100,1028,"Iz strukture peres lahko sklepamo, da jih niso uporabljali za beg, temveč za uravnavanje temperature ali razkazovanje. Čeprav gre za rep mladega dinozavra, pa po mnenju raziskovalcev vzorec kaže, da gre za perje odraslega primerka in ne za puh mladiča.",science/technology,0
101,1109,Prvi primeri te bolezni v tej sezoni so bili zabeleženi konec julija.,health,4
102,401,"Podmornice so ladje za podvodno plutje, ki ostanejo pod vodo dlje časa.",science/technology,0
103,70,"Menedžerska družba skupine HK Management Inc. sprva ni podala nobenega razloga, ko so 20. septembra odpovedali nastop, naslednji dan pa so se izgovarjali na logistiko.",entertainment,5
104,576,"Kaj je celica? Beseda celica izhaja iz latinske besede ""cella"", kar pomeni ""majhen prostor"", prvi jo je uporabil znanstvenik, ki je skozi mikroskop opazoval strukturo plute.",science/technology,0
105,1787,"Potovalni agenti po navadi ponujajo pakete, ki vključujejo zajtrk, prevoz do/od letališča in celo skupne pakete letalskega prevoza in hotela.",travel,1
106,1788,"Lahko vam tudi zadržijo rezervacijo, če morate razmisliti o ponudbi ali pridobiti dodatne dokumente za vašo ciljno destinacijo (npr. vizo).",travel,1
107,887,"Turistični obiski so dragi, zahtevajo fizično pripravljenost in so mogoči le poleti od novembra do februarja ter so večinoma omejeni na polotok, otoke in Rossovo morje.",travel,1
108,1065,Predsednik ZDA George W. Bush je v Singapur prispel 16. novembra zjutraj in tako začel tedensko pot po Aziji.,politics,2
109,386,Kralj Sejong je bil četrti kralj dinastije Joseon in je eden najbolj cenjenih.,politics,2
110,1749,Manjše turnirje in tekme si lahko ogledate vse skozi leto.,sports,3
111,1857,"Če imate schengenski vizum, vam prav tako ni treba vložiti prošnje za vizum za vsako državo članico schengenskega območja posebej, s čimer prihranite čas, denar in papirologijo.",travel,1
112,680,"Mesto leži neposredno ob slapovih, ki so največja znamenitost, vendar ta priljubljena turistična točka pustolovcem in ljubiteljem znamenitosti nudi tudi druge možnosti raziskovanja za daljše bivanje.",travel,1
113,93,"To ni skladno s prejšnjimi poročili, kjer je bilo zapisano, da bi bil preklic drugega kroga neustaven.",politics,2
114,1906,V oddaljenih krajih brez mobilnega signala si boste morda lahko pomagali le s satelitskim telefonom.,science/technology,0
115,1423,"Leta 1895 je vlada dinastije Čing po porazu v prvi kitajsko-japonski vojni (1894–1895) podpisala sporazum v Šimonoseki, s katerim je oblast nad Tajvanom predala Japonski, ki je na otoku vladala do leta 1945.",politics,2
116,1361,Kot velika družina sester in hčera so ženske običajno med sabo tesno povezane.,science/technology,0
117,1230,Pobudo pri petju bajanov je nato prevzel Lakkha Singh.,entertainment,5
118,1085,"Opravljeno delo je bilo večinoma teoretično, vendar je bil program napisan za simulacijo opazovanja ozvezdja Strelca.",science/technology,0
119,1376,Rastline s fotosintezo pridelujejo hrano s pomočjo sonca. Prav tako ponujajo senco.,science/technology,0
120,141,V sredo je Nacionalna košarkarska zveza Združenih držav (NBA) prekinila sezono poklicne košarkarske lige zaradi zadržkov v zvezi s COVID-19.,sports,3
121,1930,"Očiten način, kako leteti v prvem oziroma poslovnem razredu, je, da za privilegij globoko sežete v žep (ali bolje, da vaše podjetje to stori namesto vas).",travel,1
122,1514,Internet združuje tako elemente masovne kot medosebne komunikacije.,science/technology,0
123,783,"Za fotografiranje prostoživečih živali je običajno potreben dolg teleobjektiv, jate ptic ali majhna bitja in podobno pa terjajo uporabo drugih objektivov.",science/technology,0
124,394,"Vendar je bila kraljeva mornarica vseeno veliko močnejša od nemške (»Kriegsmarine«) in bi lahko uničila katero koli invazijsko floto, ki bi plula skozi Rokavski preliv.",politics,2
125,752,"Avtomobil je skratka odlično sredstvo za cestna potovanja, a je kot tak le redko primeren za ""kampiranje"".",travel,1
126,867,"Marsikaterega stanovitnega, sposobnega popotnika je premamila novost potovanja po državah v razvoju, kjer se številne malenkostne kulturne prilagoditve hitro seštevajo.",travel,1
127,1647,Površje Meseca je sestavljeno iz kamnov in prahu. Zunanji sloj Meseca se imenuje skorja.,geography,6
128,1166,"Spletno mesto postaje oddajo opisuje kot ""radijsko gledališče stare šole z novim in nezaslišanim piflarskim preobratom"".",entertainment,5
129,1882,Prav tako se razlikuje tudi pripravljenost tujih vlad spoštovati te dokumente.,politics,2
130,299,"Neuspešnost drugega stavka, ki predlaga prepoved sklepanja civilnih zakonskih zvez istospolnih partnerjev, bi lahko v prihodnje odprla vrata za civilne zakonske zveze.",politics,2
131,1582,"V Združenih državah Amerike je približno 400.000 poznanih primerov multiple skleroze (MS), zaradi česar je to vodilna nevrološka bolezen mlajših odraslih in odraslih v srednjih letih.",health,4
132,1568,"Enega so 6. julija poslali Georgu Washingtonu, ki ga je 9. julija dal prebrati svojim četam v New Yorku. En izvod je dosegel London 10. avgusta.",politics,2
133,1027,"Ker dinozavrova peresa nimajo dobro razvitega tulca, ki ga imenujemo rebrce, imajo pa vse druge lastnosti peres – vejice in kaveljčke – so raziskovalci ugotovili, da se je rebrce zelo verjetno razvilo pozneje v evoluciji kot ostale lastnosti.",science/technology,0
134,377,"Zunanji del, ki ga vidimo, ko gledamo Sonce, se imenuje fotosfera, kar pomeni ""krogla svetlobe"".",science/technology,0
135,759,"Mreža izmenjave gostoljubja je organizacija, ki popotnike povezuje z lokalnimi prebivalci v mestih, ki jih nameravajo obiskati.",travel,1
136,1088,"Znanstveniki so lahko zaključili, da je temna snov na drugo temno snov deluje podobno kot običajna snov.",science/technology,0
137,959,"Star Alliance pokriva vse razen vzhodnega Južnega Tihega oceana od Santiaga de Chile do Tahitija, kjer leti LATAM Oneworld.",travel,1
138,1128,"Do tega zaključka je prišla zaradi številnih pozitivnih komentarjev in spodbud, ki so jih poslali tako ženske kot moški, ki zahtevajo, da bi bila kontracepcijska zdravila obravnavana kot zdravstveno nujna.",health,4
139,368,Triceratops je bil verjetno sposoben z zobmi poleg listja zdrobiti tudi žilave veje in korenine.,science/technology,0
140,1612,"K sreči je vedenje voznikov praviloma do neke mere ustaljeno, zato so ustaljeni tudi prometni tokovi in jih je v grobem možno predstaviti v matematični obliki.",travel,1
141,635,V tej resonanci atomi zaradi magnetnega polja in radijskih valov oddajajo neznatne radijske signale.,science/technology,0
142,861,"Ker ste torej v domačem okolju nenehno izpostavljeni bakterijam, ki so tam prisotne, ste nanje najverjetneje že imuni.",health,4
143,700,"Te zahteve so namenjene temu, da se zagotovi organiziran migracijski pretok med državama.",travel,1
144,278,"Nekdanji govorec predstavniškega doma ZDA, Newt Gingrich, je bil z 32 odstotki na drugem mestu.",politics,2
145,1326,"Odkritje, ki je bilo objavljeno v torek, je do začetka februarja z uporabo različne strojne in programske opreme potrdilo več ljudi.",science/technology,0
146,116,"Znanstveniki so sumili, da je Enkelad geološko aktiven in morebiten vir Saturnovega ledenega prstana E.",science/technology,0
147,1034,"Izsev in kroženje se skupaj uporabljata za določanje Rossbyjevega števila zvezde, ki je povezano s tokom plazme.",science/technology,0
148,450,"Območje Serengeti pokriva narodni park Serengeti, zaščiteno območje Ngorongoro in živalski rezervat Maswa v Tanzaniji ter narodni rezervat Maasai Mara v Keniji.",geography,6
149,1019,"Ostale nominacije vključujejo nominacije za najboljši film, režiserja, kinematografijo, kostumografijo, filmsko montažo, izvirno glasbo, produkcijo, montažo zvoka, mešanje zvoka in izvirni scenarij.",entertainment,5
150,26,"njegov drugi gol tega večera je bil njegov 60. v sezoni, s čimer je postal prvi igralec, ki je v sezoni dal 60 ali več golov od leta 1995–96, ko sta ta mejnik dosegla tako Jaromir Jagr kot Mario Lemieux.",sports,3
151,1292,V sodelovanju z NPWS in Sporting Shooters Association of Australia (NSW) inc se pod pokroviteljstvom lovskega programa Sporting Shooters Association pridobi kvalificirane prostovoljce.,sports,3
152,1795,Križarjenja iz Sankt Peterburga vključujejo postanek v mestu. Potniki na križarjenju so izvzeti iz zahtev za vizum (preverite pogoje).,travel,1
153,939,"Preverite, kaj lahko vnesete in česar ne, ter prijavite vse, kar presega pravne omejitve.",travel,1
154,693,"Jeruzalem je prestolnica in največje mesto Izraela, vendar pa ga večina držav ter Združeni narodi ne priznavajo za glavno mesto Izraela.",geography,6
155,778,"Običajno ga lahko takoj zamenjate, ko ga zmanjka, zagotavlja pa približno enako ločljivost kot sodobne naprave DSLR.",science/technology,0
156,1147,"Dobrodelna zdravstvena organizacija Mangola, Zdravniki brez meja in Svetovna zdravstvena organizacija pravijo, da gre za najhujši izbruh, ki so ga kdajkoli zabeležili v tej državi.",health,4
157,1263,"Direktor javnega pregona Kier Starmer QC je zjutraj podal izjavo, v kateri je naznanil, da bosta tako Huhne kot Pryce kazensko preganjana.",politics,2
158,1847,"Smučanje je poglavitna aktivnost popotnikov s številnimi privrženci, ki jim včasih rečejo ""potepuški smučarji"", saj ves dopust načrtujejo okoli smučanja na določeni lokaciji.",sports,3
159,994,"Prevoznine v primeru smrti v družini, ki nekoliko znižajo strošek poti na pogreb tik pred zdajci, ponuja le še nekaj letalskih družb.",travel,1
160,927,"Brezpilotnega letalnika skoraj nikoli ni pametno upravljati v bližini letališča, tudi če to v vašem okolišu ni protizakonito.",science/technology,0
161,811,"Pohodništvo je aktivnost na prostem, ki zajema hojo v naravnem okolju, pogosto po pešpoteh.",sports,3
162,285,Latvija in Slovaška sta obe odložili postopek pridružitve sporazumu ACTA.,politics,2
163,1342,Zeljni sok spreminja barvo glede na kislost ali bazičnost (alkalnost) kemikalije.,science/technology,0
164,1800,"Na poledenelih in zasneženih cestiščih je oprijem slab in ne morete peljati tako, kot če bi bili na golem asfaltu.",travel,1
165,1297,"Komisija je bil Martellyjev odziv na vsesplošne protirežimske proteste, ki so se začeli meseca oktobra.",politics,2
166,1048,"V njem svarijo, da ne more nihče zagotoviti, da bodo ukrepi v Iraku zaustavili sektaško bojevanje, porast nasilja ali pogrezanje v kaos.",politics,2
167,547,"Glavna udarna sila, sestavljena iz 2400 mož, je reko prečkala devet milj severno od Trentona, nato pa se razdelila na dve skupini, eno pod vodstvom Greena in drugo pod vodstvom Sullivana, da bi napadla pred zoro.",politics,2
168,1127,"Fluke je zapisal, da so bila prizadevanja nekaterih, da bi ženskam preprečili izražanje stališč o zdravju žensk, neuspešna.",health,4
169,120,"ACMA je nadalje ugotovila, da s pretakanjem videoposnetka na spletu Big Brother ni kršil zakona o cenzuri spletnih vsebin, saj te medijske vsebine niso bile shranjene na spletni strani Big Brotherja.",entertainment,5
170,1113,Za letos načrtovana dobava cepiv v zgodovinsko najbolj prizadeta območja je bila preložena zaradi pomanjkanja sredstev in nizke prioritete v primerjavi z drugimi boleznimi.,health,4
171,1442,"Ker je bil odgovor na to taktiko omejen, je Nemčija pričakovala podoben odgovor na neomejeno podmorsko bojevanje.",politics,2
172,830,"Na nekaterih čezmejnih vlakih preglede izvajajo med samo vožnjo, zato morate imeti s sabo veljavno osebno izkaznico, ko se vkrcate na tak vlak.",travel,1
173,1824,"Popotniki, ki se odpravljajo v države z visokimi davki, lahko včasih prihranijo znatno količino denarja, zlasti pri izdelkih kot so alkoholne pijače in tobak.",travel,1
174,1533,"Druge možnosti, ki temeljijo na bioritmu, vključujejo pitje velike količine tekočin (zlasti vode ali čaja, ki je znan diuretik) pred spanjem, kar človeka prisili v to, da vstane in gre na vodo.",health,4
175,1982,Opazovanje češnjevih cvetov oziroma hanami je del japonske kulture že od 8. stoletja.,entertainment,5
176,657,Zelo dolgi poletni dnevi lahko vodijo do nezadostnega spanca in povezanih zdravstvenih težav.,health,4
177,948,"Ko boste prispeli do pristanišč, vam bo že marsikaj precej jasno. Spoznali boste ostale druge popotnike na čolnih, ki vam bodo predali svoje informacije.",travel,1
178,1892,"Ko se po bivanju v tujini vrnete domov, ste se prilagodili novi kulturi in izgubili nekatere navade iz svoje domače kulture.",travel,1
179,1707,Casablanca je eden izmed najmanj zanimivih krajev za nakupovanje v celotnem Maroku.,travel,1
180,1729,"Sundarbans je največji priobalni pas mangrov na svetu, ki se z obale razprostira 80 km (50 milj) v notranjost Bangladeša in Indije.",geography,6
181,1574,"Tako rekoč vsi računalniki, ki jih danes uporabljamo, so osnovani na manipulaciji informacij, ki so kodirane v obliki binarnih številk.",science/technology,0
182,692,"Za vstop v tempelj potrebujete prepustnico Angkor Pass, zato ne pozabite s seboj vzeti svojega potnega lista, ko se odpravljate v Tonle Sap.",travel,1
183,1155,"Vsi vhodi v jame, imenovani ""Sedmere sestre"", imajo premer najmanj 100–250 metrov (328–820 čevljev).",geography,6
184,1810,"Tokio bo edino azijsko mesto, ki bo dvakrat gostilo poletne Olimpijske igre, prve so bile tam leta 1964.",sports,3
185,64,"Prvotni osnutek zakona je pripravila nekdanja županja Sao Paula, Marta Suplicy. Po spremembah je predlagana zakonodaja zdaj v rokah Roberta Jeffersona.",politics,2
186,1330,"Govorice je označil kot ""politične čenče in neumnosti"".",politics,2
187,1448,"Med posameznimi dinastijami je nastopilo tudi nestabilno obdobje, ko so bile province razdeljene. Med temi obdobji je najbolj znano obdobje treh kraljestev v času med dinastijama Han in Jin, ki je trajalo 60 let.",politics,2
188,636,Leta 1970 je doktor medicine in znanstveni raziskovalec Raymond Damadian utemeljil uporabo magnetne resonance kot pripomočka za medicinsko diagnostiko.,science/technology,0
189,1677,"Primeri zajemajo nadzor, načrtovanje in izdelavo urnikov, sposobnost odgovarjanja na diagnoze in vprašanja strank ter prepoznavanje pisave, glasu in obraza.",science/technology,0
190,1398,"Če ste si ogledali film Zaklad pozabljenih, morda mislite, da je na hrbtni strani Deklaracije o neodvisnosti narisan zemljevid zaklada.",entertainment,5
191,1605,V tem dinamičnem prevoznem sredstvu so vsi nekako povezani s transportnim sistemom na podlagi osebnih avtomobilov in ga tudi podpirajo.,travel,1
