,id,text,intent,label
218,6094,אפשר להשאיר את החלונות פתוחים הלילה,weather_query,9
219,4252,האם אני צריך לקחת היום מטריה,weather_query,9
220,3869,האם ההתראה לדלת האחורית מוגדרת ומוכנה,alarm_query,0
221,15759,שלח בבקשה אימייל אל אמיר עם תזכורת,email_sendemail,5
222,3036,תנאי מזג האוויר למחר,weather_query,9
223,5779,מזג האוויר של חיפה,weather_query,9
224,4613,הם יהיו מחר מעל שלושים מעלות,weather_query,9
225,9195,הסר אירוע זה מהתראות היומן שלי,calendar_remove,2
226,6142,מה התחזית המורחבת,weather_query,9
227,8739,מחק אירועים,calendar_remove,2
228,1013,כמה שעות הפרש זה הונג קונג מתל אביב,datetime_convert,4
229,2219,מזג האוויר באילת,weather_query,9
230,3619,מה מזג האוויר בחיפה,weather_query,9
231,16310,בבקשה תשיבי,email_sendemail,5
232,9983,אולי איך אני מתחיל להכין דג חריף,cooking_recipe,3
233,16590,גוגל אני צריכה לענות לאימייל האחרון הזה,email_sendemail,5
234,4905,האם יהיה קר,weather_query,9
235,2888,תגידי לי מה התחזית כרגע בירושלים,weather_query,9
236,9106,נא לאפס את לוח השנה שלי בחזרה ליום הראשון,calendar_remove,2
237,4079,למתי מוגדרת ההתראה של מחר בבוקר,alarm_query,0
238,8471,הסר את כל אירועיי חודש שעבר מהיומן,calendar_remove,2
239,12590,תוכל לבדוק לוח זמנים של רכבת ליבנה,transport_ticket,8
240,9960,איך אני מאדה אורז,cooking_recipe,3
241,1541,אני לא רוצה לסחוב מטרייה ירד היום גשם,weather_query,9
242,16497,תשלחי בקשה למוטי,email_sendemail,5
243,9880,ספר בבקשה,play_audiobook,6
244,16716,שלחי אימייל לדן שאומר שאני בחופשה,email_sendemail,5
245,16988,תגידי בבקשה לאימייל ששלח לי אבי אני צריך את הכסף עכשיו זה דחוף,email_sendemail,5
246,4943,בבקשה תדברי חלש יותר,audio_volume_down,1
247,5007,לאיזה ימים מוגדרות ההתראות שלי,alarm_query,0
248,9682,נגן לי הארי פוטר מאיפה שהפסקתי להאזין בפעם האחרונה ב olly,play_audiobook,6
249,7543,מיק את כל האירועים מלוח השנה שלי לשבוע הבא,calendar_remove,2
250,8406,מחק את כל האירועים שמופיעים מחר,calendar_remove,2
251,788,כמה מעלות יש עכשיו,weather_query,9
252,6121,כמה קר מזג האוויר עכשיו,weather_query,9
253,11791,איזה סרט מדע בדיוני חדש יש,recommendation_movies,7
254,830,היי חם מידי בחוץ מה הטמפרטורה אחר הצהריים הזה,weather_query,9
255,17014,השב לאימייל,email_sendemail,5
256,5323,תגיד לי בבקשה מה מזג האוויר בירושלים,weather_query,9
257,9821,המשך לנגן האלכימיסט ב audible,play_audiobook,6
258,12157,תזמיני לי כרטיס רכבת לנסוע ל,transport_ticket,8
259,1938,דיווח מזג האוויר לראשון לציון,weather_query,9
260,8527,בטל את הפגישה בשלוש,calendar_remove,2
261,1081,תראי את התחזית למחר,weather_query,9
262,6004,אני צריך לסחוב מטרייה היום,weather_query,9
263,8105,אלקסה תמחקי בבקשה את כל הפגישות להיום,calendar_remove,2
264,5075,איך התחזית השבוע,weather_query,9
265,2135,מתי ההתראה הבאה,alarm_query,0
266,5377,תבדקי בבקשה מה מזג האוויר ביום שלישי,weather_query,9
267,16116,כל המיילים שהתקבלו בין עשר בערב לתשע בבוקר צריכים להיענות,email_sendemail,5
268,9178,הסר את כל האירועים בעשרים ושישה בדצמבר,calendar_remove,2
269,12803,בבקשה תזמיני כרטיס רכבת לחיפה,transport_ticket,8
270,13489,תציעי סרטים ושירים שאני אולי אוהב אבל לא כולל אלה שכבר אמרתי שאני אוהב,recommendation_movies,7
271,16127,תשלחי אימייל לדוד לוי,email_sendemail,5
272,4435,איזה יום יהיה שמשי,weather_query,9
273,5588,אני צריך כובע,weather_query,9
274,9920,מה המתכון לרוטב לפסטה,cooking_recipe,3
275,3650,תראה לי מה מזג האוויר בירושלים,weather_query,9
276,8408,הסר את אירוע ארוחת הערב שלי למחר,calendar_remove,2
277,12613,אני צריכה להזמין כרטיס רכבת מיבנה לרחובות,transport_ticket,8
278,1863,האם יש לי איזשהן התראות מוגדרות,alarm_query,0
279,3933,הצג לי את כל ההתראות הפעילות שלי,alarm_query,0
280,10173,מהי דרך טוב להכין סטייק,cooking_recipe,3
281,15902,השב בבקשה למייל של העמיתים שלי על השאלה שלו,email_sendemail,5
282,15956,אולי תשלחי מייל לעלמה ליידע אותה שאנחנו בדרך,email_sendemail,5
283,12139,הזמן רכבת למעני,transport_ticket,8
284,12671,הזמיני רכבת לעשרים ושתיים במרץ בשתיים עשרה בצהריים,transport_ticket,8
285,16558,השב למייל של יונתן בתגובה כן אני יכול,email_sendemail,5
286,9668,אני רוצה לסיים להקשיב לספר אלף תשע מאות תשעים וארבע,play_audiobook,6
287,16882,שלח הודעה באמצעות אימייל,email_sendemail,5
288,9670,התחל מחדש הארי פוטר,play_audiobook,6
289,9899,המשך לנגן את ספר האודיו הנוכחי,play_audiobook,6
290,1857,למטה,audio_volume_down,1
291,16149,הגב לגיא במהירות,email_sendemail,5
292,15750,שלחי הודעה לבר תכתבי שאני הולך לאחר,email_sendemail,5
293,5542,תעדכני אותי בבקשה על ההתראה לפגישה של יום שלישי,alarm_query,0
294,16133,תשלח אימייל לאמא שאני אבוא למסיבה,email_sendemail,5
295,16472,תשלחי בבקשה אימייל לכתובת הבאה יוהו שטרודל ג'ימייל נקודה קום,email_sendemail,5
296,218,האם גשום עכשיו בחוץ אולי,weather_query,9
297,12200,הזמיני כרטיס רכבת למודיעין הערב,transport_ticket,8
298,16312,תשלחי אימייל לדוד בעבודה,email_sendemail,5
299,16378,אלכסה תשלחי לאמא אימייל עכשיו,email_sendemail,5
300,1235,מה הזמן בסינגפור כאשר הזמן שלנו חמש אחר הצהריים,datetime_convert,4
301,16425,תיצרי הודעה חדשה לרפי בעבודה באיזה שעה אתה יוצא ממני ותשלחי,email_sendemail,5
302,16128,תשלחי אימייל לרפי,email_sendemail,5
303,6727,הסר שיחה עם יוסי,calendar_remove,2
304,5496,כדאי לי לצפות בסרט הזה,recommendation_movies,7
305,2339,מה מזג האוויר הנוכחי בתל אביב,weather_query,9
306,847,אם יש עכשיו התראות כלשהם מוגדרות,alarm_query,0
307,1254,מה הייתה הטמפרטורה הבוקר בתל אביב,weather_query,9
308,16211,תשלחי לאבא אימייל שאומר איך יהיה מזג האוויר השבוע,email_sendemail,5
309,1663,מהו הפרש השעות בין לאגוס לבין ניו יורק,datetime_convert,4
310,1768,המר אחת מזמן גריניץ' פלוס שתיים וחצי לזמן גריניץ' פלוס אחד,datetime_convert,4
311,12506,הזמן כרטיס רכבת לאשדוד,transport_ticket,8
312,2229,מה יהיה תשע בבוקר זמן חול לזמן מקומי,datetime_convert,4
313,2124,תגידי לי מה מזג האוויר של קצרין,weather_query,9
314,1457,איך בירושלים,weather_query,9
315,8242,olly נקה הכל מלוח השנה שלי לשאר ימות השנה,calendar_remove,2
316,5663,האם צריך ג'קט בערב,weather_query,9
317,12148,אני צריכה להגיד לאשדוד ביום שישי בלילה תוכלי להזמין לי כרטיס בבקשה,transport_ticket,8
318,12510,גוגל חפש הזמנת כרטיס רכבת,transport_ticket,8
319,15912,שלח מייל לגיא,email_sendemail,5
320,10222,דף העובדות הזה נותן אפשרויות לאיך להקים את מערך עיבוד המזון שלך,cooking_recipe,3
321,12472,שלם עבור כרטיס רכבת,transport_ticket,8
322,9796,בבקשה תתחילי מחדש את הארי פוטר,play_audiobook,6
323,5817,מזג האוויר בעיר המגורים,weather_query,9
324,17130,שלח אימייל לאמא שמתחיל עם הנושא חופשה,email_sendemail,5
325,5230,אני צריך לחבוש כובע היום,weather_query,9
326,5143,תגיד לי מה יהיה מזג האוויר בירושלים הבירה בשבוע הקרוב,weather_query,9
327,2655,האם הטמפרטורה הגבוהה היותר תהיה ביותר מעשרים ואחת מעלות מחר,weather_query,9
328,4751,יהיה מעונן,weather_query,9
329,9891,נגן השחקן,play_audiobook,6
330,754,שנה את איזור הזמן לאשדוד,datetime_convert,4
331,9836,מוסיקה שתיים,play_audiobook,6
332,8744,תוכל למחוק את האירוע הבא ביומן שלי אליו הוזמנתי,calendar_remove,2
333,6179,האם אני אצטרך מגפי שלג,weather_query,9
334,15961,אני צריכה לשלוח אימייל לליאת,email_sendemail,5
335,5783,טמפרטורת שקיעה היום,weather_query,9
336,17124,תפתחי אימייל חדש לשלוח לאבא,email_sendemail,5
337,16536,תשלחי אימייל למפקח שלי,email_sendemail,5
338,277,מהו מזג האוויר בפריז,weather_query,9
339,6006,האם כפפות יהיו שימושיות ביום שלישי,weather_query,9
340,15846,איך זה הגיע אלינו,email_sendemail,5
341,1504,זה שמונה בלילה בצרפת מה הזמן בניו יורק,datetime_convert,4
342,9826,המשך את השיר מספר האודיו של שרית חדד,play_audiobook,6
343,5338,טמפרטורה רגילה,weather_query,9
344,8180,אתה יכול למחוק את כל האירועים בלוח השנה שלי,calendar_remove,2
345,320,שאקח מטרייה מחר,weather_query,9
346,12058,האם יש איזשהם סרטים טובים מוקרנים בבתי הקולנוע בקרבה,recommendation_movies,7
347,8927,תמחק את כל האירועים מכל היומן שלי,calendar_remove,2
348,10057,מה אני צריך בשביל להכין בשר צלוי,cooking_recipe,3
349,15876,שלחי העתק של החשבונות למיקי באימייל,email_sendemail,5
350,2228,אני צריך שתמיר את השעה תשע בבוקר מאזור הזמן המרכזי לאזור הזמן המזרחי,datetime_convert,4
351,11855,בקשה המלץ לי איזה שהו סרט,recommendation_movies,7
352,11931,אתה יכול להמליץ על דרמה טובה בשבילי לצפות בה,recommendation_movies,7
353,4354,מה מזג האוויר הנוכחי במעלה אדומים,weather_query,9
354,9721,תמשיכי את הספר החמישי של גינגי,play_audiobook,6
355,4765,הולך לרדת גשם ביום שישי,weather_query,9
356,980,זה ממש רועש את יכולה להנמיך את המוזיקה,audio_volume_down,1
357,1020,איך מזג האוויר עכשיו,weather_query,9
358,3856,הולך להיות שמשי מחר,weather_query,9
359,1472,תנמיך את הווליום לעשרים,audio_volume_down,1
360,15944,שלח מייל למנהל,email_sendemail,5
361,10005,איך לבשל אורז אולי,cooking_recipe,3
362,8950,מצא תזכורת ומחק,calendar_remove,2
363,7740,הסירי את מסיבת יום ההולדת של ירון מהיומן שלי,calendar_remove,2
364,13529,איזה סרט כדאי לי ללכת לראות,recommendation_movies,7
365,6953,הסר את הכל מהיומן,calendar_remove,2
366,5737,תני לי את זמני ההתראות ביומיים הבאים,alarm_query,0
367,8862,בבקשה תמחק את כל הפגישות היום אחרי שבע בערב,calendar_remove,2
368,12595,אני צריך להזמין כרטיס רכבת שעוזבת בשתיים אחר הצהריים,transport_ticket,8
369,12053,איזה סרטים בעלי דירוג גבוה מציגים בסוף השבוע הזה,recommendation_movies,7
370,17067,השב למייל שהתקבל מפיני,email_sendemail,5
371,12642,אני צריכה לעזוב בחמש אחר הצהריים רכבת ליבנה,transport_ticket,8
372,15804,שלח אימייל לירון על המשחק כדור בסיס ירון אנחנו צריכים קצת נשנושים לפי שנלך לשם,email_sendemail,5
373,11739,כרטיסים,recommendation_movies,7
374,284,הולך לרדת גשם בערב,weather_query,9
375,12292,כרטיס לתל אביב,transport_ticket,8
376,9967,מה הדרך הכי טובה להכין פסטה,cooking_recipe,3
377,6007,אני צריכה לסגור את החלון לפני שאני יוצא אחר הצהריים,weather_query,9
378,16509,תעני לאימייל,email_sendemail,5
379,12517,תוכל לשמור כרטיס רכבת להיום,transport_ticket,8
380,10103,קח אותי אל סרטון של איך לבשל ספגטי,cooking_recipe,3
381,5331,אזור זמן בין הודו לארצות הברית,datetime_convert,4
382,6138,אני צריך לנעול מגפיים,weather_query,9
383,7077,תמחקי בבקשה את האירוע הבא שלי מהיומן,calendar_remove,2
384,5335,האם יש התראות כל שהן מוגדרות,alarm_query,0
385,9877,אני רוצה לשמוע לספר קולי שלי,play_audiobook,6
386,2856,האם שמשי היום,weather_query,9
387,10160,מה הולך עם קוסקוס,cooking_recipe,3
388,2557,איך מזג האוויר בחיפה,weather_query,9
389,2791,מה התחזית לחמישה ימים הקרובים בתל אביב,weather_query,9
390,6754,הסר אירועים מהיומן השבוע,calendar_remove,2
391,5999,מהם הבדלי שעות בין לונדון לניו יורק,datetime_convert,4
392,206,איך מזג האוויר בירושלים,weather_query,9
393,2616,אצטרך לדאוג לגבי מפלסת שלג שקוברת את האוטו שלי בשביל הגישה ביום שלישי,weather_query,9
394,8547,הסר את האירוע הבא ביומן,calendar_remove,2
395,9697,תמשיכי להקריא במרחק נשימה בשבילי,play_audiobook,6
